 # File l.dat, created by Task#2 of TABOO on 2002.10.17 time=09.59.07
  2       -0.13605605E+00      -0.94858291E+00       0.16488938E-03      -0.52121053E-02      -0.19972562E+00      -0.12986519E+00      -0.41888547E-30      -0.24271754E-02       0.10671349E-02       0.32744882E-31
  3       -0.71355656E-01      -0.62379743E+00       0.20139763E-03      -0.35447761E-02      -0.16062595E+00      -0.21183480E-01       0.17117823E-29      -0.37295124E-03       0.74847036E-03      -0.10064344E-30
  4       -0.59605663E-01      -0.46092961E+00       0.22122297E-03       0.10756223E-02      -0.13070506E+00      -0.98076999E-02      -0.14946865E-30      -0.61925993E-04       0.47408309E-04      -0.22171600E-32
  5       -0.56623582E-01      -0.36003323E+00       0.22455950E-03       0.89526199E-02      -0.98377397E-01      -0.31293747E-01       0.26359155E-29       0.11585358E-04      -0.19103076E-03      -0.10956918E-30
  6       -0.54123918E-01      -0.28993948E+00       0.21499109E-03       0.19265828E-01      -0.58119832E-01      -0.68432764E-01      -0.86897095E-30       0.45482368E-04      -0.21285860E-03       0.12540402E-31
  7       -0.51313010E-01      -0.23753378E+00       0.19701251E-03       0.28494731E-01      -0.17832581E-01      -0.10591114E+00       0.13996374E-29       0.72942543E-04      -0.17328105E-03      -0.94061982E-31
  8       -0.48356370E-01      -0.19627621E+00       0.17461876E-03       0.23148163E-01       0.21736157E-01      -0.12905611E+00       0.76907795E-30       0.10036978E-03      -0.12737656E-03      -0.18000166E-32
  9       -0.45415146E-01      -0.16252254E+00       0.15082462E-03       0.57430920E-02       0.58877161E-01      -0.13864816E+00      -0.33093704E-29       0.12811254E-03      -0.89819497E-04       0.25042175E-30
 10       -0.42579282E-01      -0.13407597E+00       0.12766796E-03       0.99545970E-03       0.69892419E-01      -0.13566247E+00      -0.39260070E-29       0.15493079E-03      -0.62218620E-04       0.30055105E-30
 11       -0.39896374E-01      -0.10953216E+00       0.10637731E-03       0.19483985E-03       0.66107945E-01      -0.12264940E+00      -0.40983648E-29       0.17933663E-03      -0.42791703E-04       0.31565286E-30
 12       -0.37392145E-01      -0.87951802E-01       0.87569928E-04       0.42592673E-04       0.56881007E-01      -0.10560118E+00      -0.62155781E-29       0.20006694E-03      -0.29369274E-04       0.43639476E-30
 13       -0.35079962E-01      -0.68683789E-01       0.71435911E-04       0.10029790E-04       0.47395680E-01      -0.89113478E-01       0.31045134E-29       0.21623874E-03      -0.20165362E-04      -0.22259430E-30
 14       -0.32965102E-01      -0.51263797E-01       0.57893052E-04       0.24873194E-05       0.39522852E-01      -0.74909621E-01      -0.77166065E-30       0.22737336E-03      -0.13868520E-04       0.18093714E-30
 15       -0.31046984E-01      -0.35353104E-01       0.46706448E-04       0.64085070E-06       0.33507143E-01      -0.63166906E-01      -0.23930881E-29       0.23336346E-03      -0.95589504E-05       0.30119798E-30
 16       -0.29320623E-01      -0.20700163E-01       0.37573269E-04       0.17006893E-06       0.29081185E-01      -0.53568813E-01      -0.27473960E-29       0.23441404E-03      -0.66044080E-05       0.31411291E-30
 17       -0.27777759E-01      -0.71155955E-02       0.30177462E-04       0.46215825E-07       0.25896792E-01      -0.45723423E-01      -0.62661900E-29       0.23097205E-03      -0.45740237E-05       0.39336928E-30
 18       -0.26407775E-01       0.55446027E-02       0.24221291E-04       0.12805748E-07       0.23648462E-01      -0.39283937E-01       0.26072389E-29       0.22365318E-03      -0.31750192E-05      -0.40854961E-30
 19       -0.25198460E-01       0.17390634E-01       0.19440724E-04       0.36061666E-08       0.22094687E-01      -0.33969295E-01       0.35194287E-29       0.21317181E-03      -0.22084392E-05      -0.48506402E-30
 20       -0.24136643E-01       0.28507089E-01       0.15610576E-04       0.10293627E-08       0.21051292E-01      -0.29557477E-01       0.48254199E-29       0.20027852E-03      -0.15388624E-05      -0.76662159E-30
 21       -0.23208707E-01       0.38958879E-01       0.12543749E-04       0.29717950E-09       0.20379673E-01      -0.25873884E-01       0.32124057E-30       0.18570829E-03      -0.10738807E-05       0.44903260E-30
 22       -0.22401017E-01       0.48795622E-01       0.10087534E-04       0.86612711E-10       0.19976056E-01      -0.22780784E-01      -0.17213530E-28       0.17014087E-03      -0.75025097E-06       0.24924418E-29
 23       -0.21700239E-01       0.58054974E-01       0.81187761E-05       0.25441804E-10       0.19762961E-01      -0.20168930E-01       0.39069807E-29       0.15417382E-03      -0.52455441E-06      -0.10023326E-29
 24       -0.21093602E-01       0.66765208E-01       0.65389249E-05       0.75213269E-11       0.19682677E-01      -0.17951153E-01      -0.11764255E-29       0.13830714E-03      -0.36688793E-06       0.13892333E-31
 25       -0.20569079E-01       0.74947248E-01       0.52694903E-05       0.22349613E-11       0.19692367E-01      -0.16057511E-01       0.11160542E-28       0.12293805E-03      -0.25659319E-06      -0.18984811E-29
 26       -0.20115512E-01       0.82616320E-01       0.42481113E-05       0.66678437E-12       0.19760381E-01      -0.14431614E-01      -0.15593776E-28       0.10836362E-03      -0.17935645E-06       0.26248769E-29
 27       -0.19722686E-01       0.89783317E-01       0.34252771E-05       0.19952935E-12       0.19863491E-01      -0.13027794E-01      -0.12905656E-28       0.94789114E-04      -0.12523260E-06       0.11274142E-29
 28       -0.19381366E-01       0.96455934E-01       0.27616583E-05       0.59834284E-13       0.19984800E-01      -0.11808932E-01      -0.69688875E-29       0.82339845E-04      -0.87294271E-07       0.11508986E-29
 29       -0.19083290E-01       0.10263964E+00       0.22259681E-05       0.17967053E-13       0.20112169E-01      -0.10744759E-01      -0.23255865E-28       0.71074703E-04      -0.60705016E-07       0.42741858E-29
 30       -0.18821148E-01       0.10833851E+00       0.17932663E-05       0.53987170E-14       0.20237020E-01      -0.98105130E-02      -0.69620514E-30       0.60999953E-04      -0.42081275E-07      -0.36101102E-31
 31       -0.18588527E-01       0.11355593E+00       0.14436229E-05       0.16223088E-14       0.20353432E-01      -0.89858871E-02       0.20003407E-28       0.52082242E-04      -0.29051718E-07      -0.31757233E-29
 32       -0.18379858E-01       0.11829523E+00       0.11610690E-05       0.48728606E-15       0.20457461E-01      -0.82541806E-02       0.36841718E-29       0.44260175E-04      -0.19951932E-07      -0.18964181E-29
 33       -0.18190344E-01       0.12256018E+00       0.93277531E-06       0.14623575E-15       0.20546617E-01      -0.76016232E-02      -0.67219888E-29       0.37454123E-04      -0.13612275E-07       0.11730140E-29
 34       -0.18015890E-01       0.12635545E+00       0.74840805E-06       0.43831317E-16       0.20619477E-01      -0.70168295E-02      -0.56088150E-29       0.31574188E-04      -0.92100610E-08       0.11015239E-29
 35       -0.17853025E-01       0.12968689E+00       0.59962334E-06       0.13117395E-16       0.20675386E-01      -0.64903588E-02       0.24303389E-28       0.26526374E-04      -0.61663074E-08      -0.38527044E-29
 36       -0.17698837E-01       0.13256191E+00       0.47966999E-06       0.39186763E-17       0.20714240E-01      -0.60143585E-02      -0.30165708E-28       0.22217185E-04      -0.40734524E-08       0.60730186E-29
 37       -0.17550900E-01       0.13498954E+00       0.38307590E-06       0.11683694E-17       0.20736317E-01      -0.55822745E-02      -0.31610799E-28       0.18556836E-04      -0.26446457E-08       0.74909298E-29
 38       -0.17407216E-01       0.13698063E+00       0.30539971E-06       0.34762546E-18       0.20742154E-01      -0.51886166E-02      -0.10013183E-28       0.15461372E-04      -0.16781107E-08       0.15960058E-29
 39       -0.17266150E-01       0.13854786E+00       0.24303334E-06       0.10320349E-18       0.20732460E-01      -0.48287667E-02       0.79488500E-29       0.12853895E-04      -0.10320595E-08      -0.47999703E-30
 40       -0.17126386E-01       0.13970572E+00       0.19304421E-06       0.30570773E-19       0.20708041E-01      -0.44988235E-02      -0.69779810E-29       0.10665137E-04      -0.60701338E-09       0.50566591E-31
 41       -0.16986874E-01       0.14047041E+00       0.15304865E-06       0.90352538E-20       0.20669762E-01      -0.41954756E-02      -0.16794252E-28       0.88335503E-05      -0.33332840E-09       0.43981385E-29
 42       -0.16846791E-01       0.14085973E+00       0.12110987E-06       0.26644149E-20       0.20618503E-01      -0.39158981E-02      -0.87580372E-29       0.73050666E-05      -0.16238792E-09       0.26085904E-29
 43       -0.16705505E-01       0.14089289E+00       0.95655308E-07       0.78398479E-21       0.20555141E-01      -0.36576684E-02      -0.15502826E-28       0.60326407E-05      -0.60379912E-10       0.21712029E-29
 44       -0.16562545E-01       0.14059031E+00       0.75409586E-07       0.23018852E-21       0.20480531E-01      -0.34186975E-02      -0.27396983E-28       0.49756721E-05      -0.39001617E-11       0.35367220E-29
 45       -0.16417571E-01       0.13997337E+00       0.59339780E-07       0.67447142E-22       0.20395495E-01      -0.31971736E-02      -0.15735593E-29       0.40993655E-05       0.23154412E-10      -0.39155073E-30
 46       -0.16270352E-01       0.13906417E+00       0.46610748E-07       0.19723639E-22       0.20300815E-01      -0.29915166E-02      -0.37125553E-28       0.33740798E-05       0.31779978E-10       0.69712869E-29
 47       -0.16120748E-01       0.13788531E+00       0.36548546E-07       0.57570314E-23       0.20197232E-01      -0.28003405E-02      -0.47188159E-28       0.27746957E-05       0.29414503E-10       0.84396978E-29
 48       -0.15968692E-01       0.13645958E+00       0.28610460E-07       0.16774370E-23       0.20085440E-01      -0.26224224E-02       0.44156902E-28       0.22800216E-05       0.21029871E-10      -0.74375803E-29
 49       -0.15814173E-01       0.13480977E+00       0.22360428E-07       0.48795559E-24       0.19966091E-01      -0.24566775E-02      -0.39052880E-28       0.18722499E-05       0.99012540E-11       0.90883918E-29
 50       -0.15657229E-01       0.13295843E+00       0.17448909E-07       0.14172706E-24       0.19839791E-01      -0.23021384E-02       0.93791581E-29       0.15364674E-05      -0.18512211E-11      -0.47308842E-29
 51       -0.15497935E-01       0.13092764E+00       0.13596391E-07       0.41107021E-25       0.19707106E-01      -0.21579381E-02       0.17441524E-28       0.12602225E-05      -0.12880886E-10      -0.34218938E-29
 52       -0.15336393E-01       0.12873887E+00       0.10579909E-07       0.11907552E-25       0.19568560E-01      -0.20232956E-02      -0.58831318E-28       0.10331461E-05      -0.22344599E-10       0.13988836E-28
 53       -0.15172727E-01       0.12641280E+00       0.82220458E-08       0.34452424E-26       0.19424641E-01      -0.18975046E-02      -0.21253380E-28       0.84662303E-06      -0.29709407E-10       0.62680379E-29
