 ########################################
 #     RECTANGULAR load of type 50       
 #   degree,  order, & load (kg/m**2)    
  59   43 0.75921753E-74 -.10842750E-73
  59   44 -.11445164E-75 -.96036327E-76
  59   45 -.75877090E-78 0.75877090E-78
  59   46 0.16349053E-80 0.19484042E-80
  59   47 -.47309994E-82 0.33126814E-82
  59   48 0.53455530E-84 0.92587694E-84
  59   49 0.97623483E-86 -.45522578E-86
  59   50 -.24089944E-88 -.66186576E-88
  59   51 -.18998974E-90 0.50907598E-91
  59   52 -.36299632E-93 -.20586544E-92
  59   53 -.39069356E-94 0.34181257E-95
  59   54 0.00000000E+00 0.36561544E-96
  59   55 0.22230176E-98 0.19448884E-99
  59   56 0.11771034-101 -.66756850-101
  59   57 0.35225151-103 0.94385507-104
  59   58 0.25662086-105 -.70506002-105
  59   59 -.60145871-107 -.28046480-107
  60    0 -.41824075E+03 0.00000000E+00
  60    1 0.73076053E+00 -.83526311E+01
  60    2 -.17840166E+00 -.31457026E-01
  60    3 0.26259973E-03 -.98003553E-03
  60    4 -.16865875E-04 -.61386766E-05
  60    5 0.28110863E-08 -.60283940E-08
  60    6 0.21986965E-08 0.12694180E-08
  60    7 0.60740524E-11 -.86746459E-11
  60    8 0.63397267E-12 0.53196623E-12
  60    9 0.37409634E-14 -.37409634E-14
  60   10 0.93974542E-17 0.11199450E-16
  60   11 -.55832210E-18 0.39094134E-18
  60   12 0.30954302E-21 0.53614424E-21
  60   13 -.11582292E-22 0.54009116E-23
  60   14 -.10354318E-23 -.28448254E-23
  60   15 -.18891203E-26 0.50618825E-27
  60   16 0.18403076E-27 0.10436903E-26
  60   17 0.64045508E-28 -.56032559E-29
  60   18 0.00000000E+00 -.49912315E-30
  60   19 0.14978221E-31 0.13104245E-32
  60   20 0.37882196E-34 -.21484061E-33
  60   21 0.28344653E-35 0.75949268E-36
  60   22 0.41367161E-37 -.11365534E-36
  60   23 -.24041424E-38 -.11210700E-38
  60   24 -.27689479E-40 0.47959584E-40
  60   25 0.53586672E-42 0.37521792E-42
  60   26 -.34821494E-44 0.41498641E-44
  60   27 0.25825755E-45 0.25825755E-45
  60   28 0.56648521E-47 -.47533753E-47
  60   29 -.59395490E-49 -.84825551E-49
  60   30 -.97447035E-51 0.56261072E-51
  60   31 -.20088631E-53 -.43080208E-53
  60   32 -.80392328E-54 0.29260414E-54
  60   33 0.74182552E-56 0.27685305E-55
  60   34 0.54964980E-57 -.96918089E-58
  60   35 -.53742621E-60 -.61428096E-59
  60   36 0.00000000E+00 0.00000000E+00
  60   37 0.13619247E-63 -.15566871E-62
  60   38 -.35993099E-64 -.63465545E-65
  60   39 -.13041218E-66 0.48670489E-66
  60   40 0.39935599E-68 0.14535369E-68
  60   41 0.29309837E-71 -.62855148E-71
  60   42 0.39538127E-72 0.22827348E-72
  60   43 0.52106258E-74 -.74415449E-74
  60   44 -.79644894E-76 -.66830001E-76
  60   45 -.53476504E-78 0.53476504E-78
  60   46 0.11658192E-80 0.13893692E-80
  60   47 -.34103711E-82 0.23879676E-82
  60   48 0.38924251E-84 0.67418780E-84
  60   49 0.71757471E-86 -.33461058E-86
  60   50 -.17863721E-88 -.49080169E-88
  60   51 -.14205444E-90 0.38063372E-91
  60   52 -.27352929E-93 -.15512617E-92
  60   53 -.29656737E-94 0.25946283E-95
  60   54 0.00000000E+00 0.27946225E-96
  60   55 0.17103867E-98 0.14963945E-99
  60   56 0.91132546-102 -.51683835-101
  60   57 0.27433790-103 0.73508619-104
  60   58 0.20099075-105 -.55221754-105
  60   59 -.47361728-107 -.22085137-107
  60   60 -.15202752-109 0.26331939-109
  61    0 -.52962542E+03 0.00000000E+00
  61    1 0.21986930E-01 -.25131176E+00
  61    2 -.21155969E+00 -.37303681E-01
  61    3 -.64760922E-04 0.24169105E-03
  61    4 -.17664574E-04 -.64293790E-05
  61    5 -.48356369E-08 0.10370057E-07
  61    6 0.19258242E-08 0.11118751E-08
  61    7 0.23673208E-10 -.33808845E-10
  61    8 0.41242180E-12 0.34606298E-12
  61    9 0.59575876E-14 -.59575876E-14
  61   10 0.93407678E-18 0.11131894E-17
  61   11 -.69118919E-18 0.48397588E-18
  61   12 0.62131466E-20 0.10761486E-19
  61   13 -.83575667E-22 0.38971974E-22
  61   14 -.82992940E-26 -.22802123E-25
  61   15 -.62666237E-26 0.16791368E-26
  61   16 0.64032395E-28 0.36314576E-27
  61   17 0.40886956E-28 -.35771451E-29
  61   18 0.00000000E+00 -.69358962E-30
  61   19 0.36230389E-32 0.31697483E-33
  61   20 0.22333602E-34 -.12666015E-33
  61   21 0.21137032E-35 0.56636506E-36
  61   22 0.33085116E-37 -.90900609E-37
  61   23 -.16005237E-38 -.74633647E-39
  61   24 -.15072925E-40 0.26107072E-40
  61   25 0.29509612E-42 0.20662853E-42
  61   26 -.21062812E-44 0.25101682E-44
  61   27 0.17163738E-45 0.17163738E-45
  61   28 0.39540054E-47 -.33178045E-47
  61   29 -.38734348E-49 -.55318382E-49
  61   30 -.52918544E-51 0.30552536E-51
  61   31 -.97050026E-54 -.20812445E-53
  61   32 -.38758310E-54 0.14106871E-54
  61   33 0.37342409E-56 0.13936377E-55
  61   34 0.29077763E-57 -.51271942E-58
  61   35 -.29748934E-60 -.34003187E-59
  61   36 0.00000000E+00 0.00000000E+00
  61   37 0.81087668E-64 -.92683628E-63
  61   38 -.22062117E-64 -.38901465E-65
  61   39 -.81988645E-67 0.30598579E-66
  61   40 0.25673735E-68 0.93444753E-69
  61   41 0.19220258E-71 -.41217976E-71
  61   42 0.26392933E-72 0.15237967E-72
  61   43 0.35346045E-74 -.50479384E-74
  61   44 -.54822180E-76 -.46001271E-76
  61   45 -.37305104E-78 0.37305104E-78
  61   46 0.82333522E-81 0.98121270E-81
  61   47 -.24360216E-82 0.17057207E-82
  61   48 0.28098126E-84 0.48667382E-84
  61   49 0.52310277E-86 -.24392683E-86
  61   50 -.13142404E-88 -.36108458E-88
  61   51 -.10541212E-90 0.28245093E-91
  61   52 -.20461981E-93 -.11604566E-92
  61   53 -.22354883E-94 0.19557988E-95
  61   54 0.00000000E+00 0.21217459E-96
  61   55 0.13074293E-98 0.11438525E-99
  61   56 0.70112925-102 -.39763016-101
  61   57 0.21235904-103 0.56901434-104
  61   58 0.15649208-105 -.42995844-105
  61   59 -.37081404-107 -.17291343-107
  61   60 -.11966114-109 0.20725918-109
  61   61 0.63023757-112 0.44129710-112
  62    0 -.47018810E+03 0.00000000E+00
  62    1 -.72502999E+00 0.82871307E+01
  62    2 -.17613347E+00 -.31057084E-01
  62    3 -.36988628E-03 0.13804344E-02
  62    4 -.12805812E-04 -.46609343E-05
  62    5 -.10721386E-07 0.22992087E-07
  62    6 0.10511410E-08 0.60687654E-09
  62    7 0.33246196E-10 -.47480488E-10
  62    8 0.57962700E-13 0.48636480E-13
  62    9 0.62028446E-14 -.62028446E-14
  62   10 -.87859945E-17 -.10470740E-16
  62   11 -.53184206E-18 0.37239982E-18
  62   12 0.11212809E-19 0.19421155E-19
  62   13 0.12796997E-22 -.59673376E-23
  62   14 0.56777305E-24 0.15599436E-23
  62   15 0.29444494E-27 -.78896283E-28
  62   16 0.11448172E-28 0.64925808E-28
  62   17 0.20209895E-28 -.17681367E-29
  62   18 0.00000000E+00 -.57746835E-30
  62   19 -.20325274E-32 -.17782310E-33
  62   20 0.10643687E-34 -.60363346E-34
  62   21 0.14185305E-35 0.38009410E-36
  62   22 0.25950449E-37 -.71298273E-37
  62   23 -.12126882E-38 -.56548577E-39
  62   24 -.89803186E-41 0.15554368E-40
  62   25 0.15847433E-42 0.11096492E-42
  62   26 -.12019446E-44 0.14324218E-44
  62   27 0.10800156E-45 0.10800156E-45
  62   28 0.26965159E-47 -.22626455E-47
  62   29 -.26679202E-49 -.38101850E-49
  62   30 -.32120498E-51 0.18544778E-51
  62   31 -.49424294E-54 -.10599074E-53
  62   32 -.18519426E-54 0.67405200E-55
  62   33 0.18256752E-56 0.68135125E-56
  62   34 0.14909866E-57 -.26290117E-58
  62   35 -.16004939E-60 -.18293729E-59
  62   36 0.00000000E+00 0.00000000E+00
  62   37 0.47227450E-64 -.53981222E-63
  62   38 -.13262202E-64 -.23384840E-65
  62   39 -.50655915E-67 0.18905045E-66
  62   40 0.16247836E-68 0.59137289E-69
  62   41 0.12424839E-71 -.26645154E-71
  62   42 0.17388114E-72 0.10039032E-72
  62   43 0.23687181E-74 -.33828801E-74
  62   44 -.37311419E-76 -.31307998E-76
  62   45 -.25749906E-78 0.25749906E-78
  62   46 0.57570288E-81 0.68609598E-81
  62   47 -.17237619E-82 0.12069911E-82
  62   48 0.20103131E-84 0.34819645E-84
  62   49 0.37811633E-86 -.17631854E-86
  62   50 -.95910417E-89 -.26351170E-88
  62   51 -.77618843E-91 0.20797906E-91
  62   52 -.15193953E-93 -.86169192E-93
  62   53 -.16731183E-94 0.14637889E-95
  62   54 0.00000000E+00 0.15998673E-96
  62   55 0.99281479E-99 0.86860039-100
  62   56 0.53597700-102 -.30396766-101
  62   57 0.16336884-103 0.43774549-104
  62   58 0.12111716-105 -.33276666-105
  62   59 -.28864199-107 -.13459597-107
  62   60 -.93655057-110 0.16221532-109
  62   61 0.49585010-112 0.34719798-112
  62   62 -.10369231-114 0.12357569-114
  63    0 -.25758925E+03 0.00000000E+00
  63    1 -.12293632E+01 0.14051686E+02
  63    2 -.86846544E-01 -.15313389E-01
  63    3 -.54169738E-03 0.20216421E-02
  63    4 -.44026021E-05 -.16024161E-05
  63    5 -.12836222E-07 0.27527367E-07
  63    6 -.56602421E-10 -.32679423E-10
  63    7 0.31956858E-10 -.45639123E-10
  63    8 -.28319642E-12 -.23763001E-12
  63    9 0.45434583E-14 -.45434583E-14
  63   10 -.15461595E-16 -.18426412E-16
  63   11 -.18174758E-18 0.12726102E-18
  63   12 0.12515538E-19 0.21677548E-19
  63   13 0.16884259E-21 -.78732591E-22
  63   14 0.53719544E-24 0.14759323E-23
  63   15 0.77638878E-26 -.20803275E-26
  63   16 0.56296072E-29 0.31927089E-28
  63   17 0.73404807E-29 -.64220885E-30
  63   18 0.00000000E+00 -.35852312E-30
  63   19 -.36325280E-32 -.31780502E-33
  63   20 0.33103925E-35 -.18774169E-34
  63   21 0.83217693E-36 0.22298114E-36
  63   22 0.18939518E-37 -.52035899E-37
  63   23 -.96174748E-39 -.44847022E-39
  63   24 -.61647707E-41 0.10677696E-40
  63   25 0.87786632E-43 0.61468861E-43
  63   26 -.65539864E-45 0.78107368E-45
  63   27 0.64090847E-46 0.64090847E-46
  63   28 0.17574983E-47 -.14747162E-47
  63   29 -.18439827E-49 -.26334802E-49
  63   30 -.21301714E-51 0.12298550E-51
  63   31 -.27713997E-54 -.59432858E-54
  63   32 -.90498105E-55 0.32938616E-55
  63   33 0.87461492E-57 0.32641073E-56
  63   34 0.74135668E-58 -.13072119E-58
  63   35 -.83552748E-61 -.95501228E-60
  63   36 0.00000000E+00 0.00000000E+00
  63   37 0.26863130E-64 -.30704699E-63
  63   38 -.78078582E-65 -.13767361E-65
  63   39 -.30723033E-67 0.11465992E-66
  63   40 0.10113110E-68 0.36808709E-69
  63   41 0.79119393E-72 -.16967209E-71
  63   42 0.11299006E-72 0.65234841E-73
  63   43 0.15674024E-74 -.22384826E-74
  63   44 -.25096999E-76 -.21058882E-76
  63   45 -.17580061E-78 0.17580061E-78
  63   46 0.39843189E-81 0.47483264E-81
  63   47 -.12079986E-82 0.84584971E-83
  63   48 0.14251842E-84 0.24684915E-84
  63   49 0.27094861E-86 -.12634541E-86
  63   50 -.69416106E-89 -.19071918E-88
  63   51 -.56703428E-91 0.15193638E-91
  63   52 -.11197105E-93 -.63501940E-93
  63   53 -.12431559E-94 0.10876205E-95
  63   54 0.00000000E+00 0.11979546E-96
  63   55 0.74885014E-99 0.65515898-100
  63   56 0.40707350-102 -.23086285-101
  63   57 0.12489365-103 0.33465153-104
  63   58 0.93170564-106 -.25598402-105
  63   59 -.22335899-107 -.10415401-107
  63   60 -.72882824-110 0.12623675-109
  63   61 0.38795618-112 0.27164984-112
  63   62 -.81548052-115 0.97185184-115
  63   63 0.23332065-116 0.23332065-116
  64    0 0.27240570E+02 0.00000000E+00
  64    1 -.13163551E+01 0.15046008E+02
  64    2 0.20724676E-01 0.36543195E-02
  64    3 -.53011280E-03 0.19784079E-02
  64    4 0.42364370E-05 0.15419370E-05
  64    5 -.10865389E-07 0.23300903E-07
  64    6 -.98435165E-09 -.56831569E-09
  64    7 0.21631963E-10 -.30893645E-10
  64    8 -.49284662E-12 -.41354742E-12
  64    9 0.18126897E-14 -.18126897E-14
  64   10 -.16913386E-16 -.20156588E-16
  64   11 0.19581319E-18 -.13710987E-18
  64   12 0.98339334E-20 0.17032872E-19
  64   13 0.28656853E-21 -.13362910E-21
  64   14 0.88967767E-25 0.24443693E-24
  64   15 0.10762038E-25 -.28836795E-26
  64   16 0.19814327E-28 0.11237263E-27
  64   17 0.23103662E-29 -.20213085E-30
  64   18 0.00000000E+00 -.16770255E-30
  64   19 -.30483683E-32 -.26669767E-33
  64   20 -.30239511E-36 0.17149679E-35
  64   21 0.40719759E-36 0.10910826E-36
  64   22 0.12500834E-37 -.34345759E-37
  64   23 -.74002892E-39 -.34508115E-39
  64   24 -.47141496E-41 0.81651467E-41
  64   25 0.53983591E-43 0.37799717E-43
  64   26 -.35299624E-45 0.42068454E-45
  64   27 0.36017126E-46 0.36017126E-46
  64   28 0.10840568E-47 -.90963165E-48
  64   29 -.12364244E-49 -.17657970E-49
  64   30 -.14664439E-51 0.84665180E-52
  64   31 -.17290872E-54 -.37080395E-54
  64   32 -.47293254E-55 0.17213337E-55
  64   33 0.41901359E-57 0.15637800E-56
  64   34 0.35899507E-58 -.63300517E-59
  64   35 -.42294275E-61 -.48342578E-60
  64   36 0.00000000E+00 0.00000000E+00
  64   37 0.14895970E-64 -.17026172E-63
  64   38 -.44950562E-65 -.79259968E-66
  64   39 -.18268882E-67 0.68180395E-67
  64   40 0.61846177E-69 0.22510168E-69
  64   41 0.49587461E-72 -.10634065E-71
  64   42 0.72368567E-73 0.41782012E-73
  64   43 0.10235070E-74 -.14617194E-74
  64   44 -.16675707E-76 -.13992580E-76
  64   45 -.11866477E-78 0.11866477E-78
  64   46 0.27282775E-81 0.32514345E-81
  64   47 -.83813522E-83 0.58686860E-83
  64   48 0.10008798E-84 0.17335747E-84
  64   49 0.19242810E-86 -.89730696E-87
  64   50 -.49815812E-89 -.13686782E-88
  64   51 -.41090003E-91 0.11010033E-91
  64   52 -.81880492E-94 -.46436734E-93
  64   53 -.91686308E-95 0.80215126E-96
  64   54 0.00000000E+00 0.89064423E-97
  64   55 0.56097773E-99 0.49079192-100
  64   56 0.30713576-102 -.17418535-101
  64   57 0.94872591-104 0.25421034-104
  64   58 0.71231473-106 -.19570686-105
  64   59 -.17181131-107 -.80116928-108
  64   60 -.56389967-110 0.97670288-110
  64   61 0.30183572-112 0.21134765-112
  64   62 -.63782940-115 0.76013548-115
  64   63 0.18341995-116 0.18341995-116
  64   64 0.17411096-118 -.14609644-118
  65    0 0.27608289E+03 0.00000000E+00
  65    1 -.98779508E+00 0.11290549E+02
  65    2 0.10648090E+00 0.18775455E-01
  65    3 -.36127950E-03 0.13483135E-02
  65    4 0.10094715E-04 0.36741759E-05
  65    5 -.60898802E-08 0.13059790E-07
  65    6 -.14476130E-08 -.83577974E-09
  65    7 0.72169145E-11 -.10306822E-10
  65    8 -.52277342E-12 -.43865898E-12
  65    9 -.89342335E-15 0.89342335E-15
  65   10 -.13453868E-16 -.16033696E-16
  65   11 0.46043199E-18 -.32239795E-18
  65   12 0.47016869E-20 0.81435606E-20
  65   13 0.31495946E-21 -.14686801E-21
  65   14 -.46153018E-24 -.12680438E-23
  65   15 0.84508462E-26 -.22643974E-26
  65   16 0.33195591E-28 0.18826155E-27
  65   17 0.23799248E-29 -.20821644E-30
  65   18 0.00000000E+00 -.57246964E-31
  65   19 -.17787456E-32 -.15562007E-33
  65   20 -.13930524E-35 0.79003926E-35
  65   21 0.14754041E-36 0.39533332E-37
  65   22 0.72925784E-38 -.20036195E-37
  65   23 -.52928889E-39 -.24681146E-39
  65   24 -.36998510E-41 0.64083300E-41
  65   25 0.38015054E-43 0.26618427E-43
  65   26 -.19958568E-45 0.23785695E-45
  65   27 0.19494472E-46 0.19494472E-46
  65   28 0.63171511E-48 -.53007191E-48
  65   29 -.79029930E-50 -.11286644E-49
  65   30 -.10013715E-51 0.57814210E-52
  65   31 -.11597292E-54 -.24870474E-54
  65   32 -.27380631E-55 0.99657345E-56
  65   33 0.20809894E-57 0.77663583E-57
  65   34 0.17134719E-58 -.30213132E-59
  65   35 -.20791503E-61 -.23764797E-60
  65   36 0.00000000E+00 0.00000000E+00
  65   37 0.80378805E-65 -.91873395E-64
  65   38 -.25263896E-65 -.44547066E-66
  65   39 -.10635684E-67 0.39692914E-67
  65   40 0.37117723E-69 0.13509746E-69
  65   41 0.30559734E-72 -.65535560E-72
  65   42 0.45650527E-73 0.26356344E-73
  65   43 0.65912103E-75 -.94132239E-75
  65   44 -.10939436E-76 -.91792771E-77
  65   45 -.79155558E-79 0.79155558E-79
  65   46 0.18477023E-81 0.22020059E-81
  65   47 -.57553787E-83 0.40299596E-83
  65   48 0.69609627E-85 0.12056741E-84
  65   49 0.13541250E-86 -.63143887E-87
  65   50 -.35439583E-89 -.97369455E-89
  65   51 -.29529823E-91 0.79124922E-92
  65   52 -.59404243E-94 -.33689820E-93
  65   53 -.67111068E-95 0.58714576E-96
  65   54 0.00000000E+00 0.65737547E-97
  65   55 0.41731526E-99 0.36510354-100
  65   56 0.23018024-102 -.13054170-101
  65   57 0.71601858-104 0.19185660-104
  65   58 0.54118188-106 -.14868850-105
  65   59 -.13136088-107 -.61254584-108
  65   60 -.43373656-110 0.75125376-110
  65   61 0.23349739-112 0.16349663-112
  65   62 -.49612342-115 0.59125687-115
  65   63 0.14341695-116 0.14341695-116
  65   64 0.13682048-118 -.11480601-118
  65   65 -.58437466-121 -.83457351-121
  66    0 0.40094786E+03 0.00000000E+00
  66    1 -.41142768E+00 0.47026399E+01
  66    2 0.14289131E+00 0.25195594E-01
  66    3 -.11898650E-03 0.44406365E-03
  66    4 0.11631180E-04 0.42334033E-05
  66    5 -.64456502E-09 0.13822741E-08
  66    6 -.13818420E-08 -.79780686E-09
  66    7 -.57287741E-11 0.81815373E-11
  66    8 -.39973703E-12 -.33541919E-12
  66    9 -.27035654E-14 0.27035654E-14
  66   10 -.71717146E-17 -.85469166E-17
  66   11 0.54508793E-18 -.38167468E-18
  66   12 -.69448842E-21 -.12028892E-20
  66   13 0.25505378E-21 -.11893353E-21
  66   14 -.85051414E-24 -.23367684E-23
  66   15 0.28701972E-26 -.76906701E-27
  66   16 0.35673051E-28 0.20231193E-27
  66   17 0.43040065E-29 -.37655178E-30
  66   18 0.00000000E+00 -.23223081E-31
  66   19 -.71081875E-33 -.62188583E-34
  66   20 -.11827698E-35 0.67078206E-35
  66   21 0.21000224E-37 0.56269931E-38
  66   22 0.36413320E-38 -.10004477E-37
  66   23 -.34384757E-39 -.16033876E-39
  66   24 -.27938418E-41 0.48390760E-41
  66   25 0.29197844E-43 0.20444551E-43
  66   26 -.12654763E-45 0.15081360E-45
  66   27 0.10567715E-46 0.10567715E-46
  66   28 0.35018666E-48 -.29384150E-48
  66   29 -.47810976E-50 -.68281151E-50
  66   30 -.65970660E-52 0.38088179E-52
  66   31 -.79488960E-55 -.17046463E-54
  66   32 -.17479041E-55 0.63618505E-56
  66   33 0.11193785E-57 0.41775774E-57
  66   34 0.82648721E-59 -.14573199E-59
  66   35 -.99898605E-62 -.11418463E-60
  66   36 0.00000000E+00 0.00000000E+00
  66   37 0.42137230E-65 -.48163074E-64
  66   38 -.13837555E-65 -.24399344E-66
  66   39 -.60527203E-68 0.22589060E-67
  66   40 0.21833880E-69 0.79468823E-70
  66   41 0.18499416E-72 -.39672125E-72
  66   42 0.28336867E-73 0.16360298E-73
  66   43 0.41830476E-75 -.59740110E-75
  66   44 -.70809971E-77 -.59416621E-77
  66   45 -.52153149E-79 0.52153149E-79
  66   46 0.12370817E-81 0.14742966E-81
  66   47 -.39100840E-83 0.27378703E-83
  66   48 0.47928608E-85 0.83014783E-85
  66   49 0.94392434E-87 -.44015915E-87
  66   50 -.24987257E-89 -.68651925E-89
  66   51 -.21042139E-91 0.56382240E-92
  66   52 -.42749774E-94 -.24244602E-93
  66   53 -.48743924E-95 0.42645408E-96
  66   54 0.00000000E+00 0.48161682E-97
  66   55 0.30824144E-99 0.26967632-100
  66   56 0.17132935-102 -.97165702-102
  66   57 0.53683639-104 0.14384488-104
  66   58 0.40855273-106 -.11224894-105
  66   59 -.99817267-108 -.46545556-108
  66   60 -.33163515-110 0.57440893-110
  66   61 0.17959024-112 0.12575044-112
  66   62 -.38374066-115 0.45732430-115
  66   63 0.11152853-116 0.11152853-116
  66   64 0.10694785-118 -.89739901-119
  66   65 -.45904253-121 -.65558068-121
  66   66 -.23355796-123 0.13484475-123
  67    0 0.37131637E+03 0.00000000E+00
  67    1 0.16172158E+00 -.18484861E+01
  67    2 0.12531692E+00 0.22096755E-01
  67    3 0.96345193E-04 -.35956516E-03
  67    4 0.91991995E-05 0.33482348E-05
  67    5 0.34613301E-08 -.74228464E-08
  67    6 -.92936539E-09 -.53656936E-09
  67    7 -.13296990E-10 0.18990070E-10
  67    8 -.19975106E-12 -.16761104E-12
  67    9 -.32552827E-14 0.32552827E-14
  67   10 -.70611449E-18 -.84151448E-18
  67   11 0.46352799E-18 -.32456579E-18
  67   12 -.45681392E-20 -.79122493E-20
  67   13 0.14315590E-21 -.66754693E-22
  67   14 -.95569272E-24 -.26257442E-23
  67   15 -.30775471E-26 0.82462627E-27
  67   16 0.26807759E-28 0.15203436E-27
  67   17 0.57308146E-29 -.50138131E-30
  67   18 0.00000000E+00 -.34948337E-31
  67   19 -.16446447E-33 -.14388776E-34
  67   20 -.58661903E-36 0.33268818E-35
  67   21 -.19301293E-37 -.51717659E-38
  67   22 0.14652027E-38 -.40256113E-38
  67   23 -.19937460E-39 -.92969904E-40
  67   24 -.19599089E-41 0.33946618E-41
  67   25 0.22640089E-43 0.15852761E-43
  67   26 -.90954324E-46 0.10839514E-45
  67   27 0.61145545E-47 0.61145545E-47
  67   28 0.18866808E-48 -.15831132E-48
  67   29 -.27388668E-50 -.39115072E-50
  67   30 -.41358972E-52 0.23878614E-52
  67   31 -.53533122E-55 -.11480215E-54
  67   32 -.11795864E-55 0.42933434E-56
  67   33 0.66798619E-58 0.24929584E-57
  67   34 0.41905959E-59 -.73891512E-60
  67   35 -.47653916E-62 -.54468675E-61
  67   36 0.00000000E+00 0.00000000E+00
  67   37 0.21440306E-65 -.24506381E-64
  67   38 -.73732184E-66 -.13000973E-66
  67   39 -.33615336E-68 0.12545414E-67
  67   40 0.12570096E-69 0.45751407E-70
  67   41 0.10987108E-72 -.23561928E-72
  67   42 0.17292062E-73 0.99835764E-74
  67   43 0.26141272E-75 -.37333606E-75
  67   44 -.45195426E-77 -.37923465E-77
  67   45 -.33921692E-79 0.33921692E-79
  67   46 0.81843291E-82 0.97537036E-82
  67   47 -.26270954E-83 0.18395120E-83
  67   48 0.32659372E-85 0.56567691E-85
  67   49 0.65158779E-87 -.30384038E-87
  67   50 -.17455920E-89 -.47959746E-89
  67   51 -.14863550E-91 0.39826762E-92
  67   52 -.30509869E-94 -.17303007E-93
  67   53 -.35124011E-95 0.30729528E-96
  67   54 0.00000000E+00 0.35018512E-97
  67   55 0.22602794E-99 0.19774882-100
  67   56 0.12663798-102 -.71819967-102
  67   57 0.39979892-104 0.10712580-104
  67   58 0.30643558-106 -.84192483-106
  67   59 -.75375028-108 -.35147953-108
  67   60 -.25203798-110 0.43654259-110
  67   61 0.13732090-112 0.96153127-113
  67   62 -.29513154-115 0.35172407-115
  67   63 0.86252682-117 0.86252682-117
  67   64 0.83149731-119 -.69770909-119
  67   65 -.35871113-121 -.51229259-121
  67   66 -.18339925-123 0.10588561-123
  67   67 -.93922768-127 -.20141803-126
  68    0 0.22440092E+03 0.00000000E+00
  68    1 0.51168580E+00 -.58485954E+01
  68    2 0.71576859E-01 0.12620931E-01
  68    3 0.21118144E-03 -.78813986E-03
  68    4 0.46227032E-05 0.16825264E-05
  68    5 0.51198665E-08 -.10979589E-07
  68    6 -.34554310E-09 -.19949940E-09
  68    7 -.14397004E-10 0.20561053E-10
  68    8 -.86354942E-14 -.72460400E-14
  68    9 -.27145655E-14 0.27145655E-14
  68   10 0.38782657E-17 0.46219370E-17
  68   11 0.28439129E-18 -.19913293E-18
  68   12 -.61112743E-20 -.10585038E-19
  68   13 0.26052207E-22 -.12148343E-22
  68   14 -.79883447E-24 -.21947797E-23
  68   15 -.71478239E-26 0.19152537E-26
  68   16 0.11779423E-28 0.66804429E-28
  68   17 0.56592509E-29 -.49512029E-30
  68   18 0.00000000E+00 -.59134533E-31
  68   19 -.83581646E-34 -.73124465E-35
  68   20 -.11316236E-36 0.64177565E-36
  68   21 -.16983745E-37 -.45507807E-38
  68   22 0.41598064E-39 -.11428974E-38
  68   23 -.10117519E-39 -.47178765E-40
  68   24 -.12538429E-41 0.21717197E-41
  68   25 0.16780106E-43 0.11749557E-43
  68   26 -.69880563E-46 0.83280412E-46
  68   27 0.39902623E-47 0.39902623E-47
  68   28 0.10331685E-48 -.86693135E-49
  68   29 -.15005502E-50 -.21430078E-50
  68   30 -.24556886E-52 0.14177925E-52
  68   31 -.34636684E-55 -.74278610E-55
  68   32 -.80241815E-56 0.29205632E-56
  68   33 0.43408888E-58 0.16200417E-57
  68   34 0.23241783E-59 -.40981535E-60
  68   35 -.23245215E-62 -.26569403E-61
  68   36 0.00000000E+00 0.00000000E+00
  68   37 0.10596907E-65 -.12112321E-64
  68   38 -.38166463E-66 -.67297771E-67
  68   39 -.18187418E-68 0.67876368E-68
  68   40 0.70716393E-70 0.25738662E-70
  68   41 0.63936853E-73 -.13711302E-72
  68   42 0.10362348E-73 0.59827044E-74
  68   43 0.16072325E-75 -.22953659E-75
  68   44 -.28423279E-77 -.23849963E-77
  68   45 -.21767301E-79 0.21767301E-79
  68   46 0.53476207E-82 0.63730461E-82
  68   47 -.17448232E-83 0.12217384E-83
  68   48 0.22016277E-85 0.38133311E-85
  68   49 0.44527037E-87 -.20763298E-87
  68   50 -.12079172E-89 -.33187251E-89
  68   51 -.10405193E-91 0.27880630E-92
  68   52 -.21589424E-94 -.12243971E-93
  68   53 -.25104977E-95 0.21964009E-96
  68   54 0.00000000E+00 0.25265367E-97
  68   55 0.16451647E-99 0.14393326-100
  68   56 0.92940144-103 -.52708975-102
  68   57 0.29571126-104 0.79235593-105
  68   58 0.22833168-106 -.62733614-106
  68   59 -.56556918-108 -.26372924-108
  68   60 -.19037091-110 0.32973209-110
  68   61 0.10437717-112 0.73085681-113
  68   62 -.22567741-115 0.26895187-115
  68   63 0.66332764-117 0.66332764-117
  68   64 0.64296565-119 -.53951224-119
  68   65 -.27883016-121 -.39821073-121
  68   66 -.14327295-123 0.82718675-124
  68   67 -.73725824-127 -.15810554-126
  68   68 -.71757854-128 0.26117723-128
  69    0 0.44429650E+02 0.00000000E+00
  69    1 0.54274685E+00 -.62036249E+01
  69    2 0.11809630E-01 0.20823564E-02
  69    3 0.20593558E-03 -.76856205E-03
  69    4 0.21831616E-06 0.79460586E-07
  69    5 0.44067205E-08 -.94502427E-08
  69    6 0.12337998E-09 0.71233463E-10
  69    7 -.10574682E-10 0.15102211E-10
  69    8 0.11258064E-12 0.94466375E-13
  69    9 -.15873878E-14 0.15873878E-14
  69   10 0.57094586E-17 0.68042678E-17
  69   11 0.91509891E-19 -.64075916E-19
