 ########################################
 #     RECTANGULAR load of type 50       
 #   degree,  order, & load (kg/m**2)    
  34    5 0.13094364E-06 -.28080954E-06
  34    6 0.68629065E-07 0.39623009E-07
  34    7 -.27513458E-09 0.39293291E-09
  34    8 0.12444392E-09 0.10442085E-09
  34    9 0.19817720E-11 -.19817720E-11
  34   10 0.38903211E-14 0.46363041E-14
  34   11 -.17464711E-14 0.12228922E-14
  34   12 0.76568403E-16 0.13262036E-15
  34   13 0.37283163E-17 -.17385425E-17
  34   14 -.26412188E-19 -.72566891E-19
  34   15 -.10007161E-20 0.26814108E-21
  34   16 -.11358197E-22 -.64415534E-22
  34   17 -.65384514E-23 0.57204037E-24
  34   18 0.00000000E+00 0.28145314E-24
  34   19 0.69163182E-26 0.60509944E-27
  34   20 0.13331998E-28 -.75609517E-28
  34   21 0.13338890E-29 0.35741449E-30
  34   22 0.30273095E-31 -.83174644E-31
  34   23 -.20819997E-32 -.97085240E-33
  34   24 -.18529333E-34 0.32093745E-34
  34   25 0.25740196E-36 0.18023479E-36
  34   26 -.13579734E-38 0.16183697E-38
  34   27 0.94174827E-40 0.94174827E-40
  34   28 0.20895530E-41 -.17533431E-41
  34   29 -.20180466E-43 -.28820692E-43
  34   30 -.22520338E-45 0.13002123E-45
  34   31 -.24593616E-48 -.52741180E-48
  34   32 -.49727640E-49 0.18099381E-49
  34   33 0.24421598E-51 0.91142646E-51
  34   34 0.10340802E-52 -.18233624E-53
  35    0 -.13167429E+03 0.00000000E+00
  35    1 0.20178553E-01 -.23064191E+00
  35    2 -.17678414E+00 -.31171814E-01
  35    3 0.16416869E-03 -.61268590E-03
  35    4 -.68566647E-04 -.24956219E-04
  35    5 0.74449478E-08 -.15965742E-07
  35    6 0.46442447E-07 0.26813559E-07
  35    7 0.73281880E-09 -.10465737E-08
  35    8 0.60749190E-10 0.50974623E-10
  35    9 0.17643547E-11 -.17643547E-11
  35   10 -.29884489E-14 -.35614947E-14
  35   11 -.87351067E-15 0.61163876E-15
  35   12 0.54223671E-16 0.93918153E-16
  35   13 0.30443300E-17 -.14195944E-17
  35   14 -.19134941E-19 -.52572818E-19
  35   15 -.52318489E-21 0.14018697E-21
  35   16 -.54464046E-23 -.30888095E-22
  35   17 -.33261825E-23 0.29100326E-24
  35   18 0.00000000E+00 0.15421780E-24
  35   19 0.40366300E-26 0.35315936E-27
  35   20 0.81885103E-29 -.46439350E-28
  35   21 0.85400816E-30 0.22883080E-30
  35   22 0.20059686E-31 -.55113535E-31
  35   23 -.14201142E-32 -.66221011E-33
  35   24 -.12955934E-34 0.22440335E-34
  35   25 0.18389342E-36 0.12876356E-36
  35   26 -.98867466E-39 0.11782566E-38
  35   27 0.69723339E-40 0.69723339E-40
  35   28 0.15704052E-41 -.13177264E-41
  35   29 -.15373132E-43 -.21955108E-43
  35   30 -.17367386E-45 0.10027065E-45
  35   31 -.19179791E-48 -.41131194E-48
  35   32 -.39181217E-49 0.14260797E-49
  35   33 0.19425009E-51 0.72495120E-51
  35   34 0.82973567E-53 -.14630478E-53
  35   35 -.49909764E-56 -.57047121E-55
  36    0 -.40153910E+01 0.00000000E+00
  36    1 -.53994796E+00 0.61716334E+01
  36    2 -.18776676E-01 -.33108346E-02
  36    3 -.54462915E-03 0.20325836E-02
  36    4 -.20412666E-04 -.74296028E-05
  36    5 -.40283620E-07 0.86388503E-07
  36    6 0.18585417E-07 0.10730295E-07
  36    7 0.86725843E-09 -.12385734E-08
  36    8 0.15298286E-10 0.12836786E-10
  36    9 0.11810139E-11 -.11810139E-11
  36   10 -.53611557E-14 -.63891765E-14
  36   11 -.27286134E-15 0.19105956E-15
  36   12 0.33401330E-16 0.57852801E-16
  36   13 0.23262028E-17 -.10847262E-17
  36   14 -.15346800E-19 -.42164985E-19
  36   15 -.32667081E-21 0.87531180E-22
  36   16 -.26639520E-23 -.15108022E-22
  36   17 -.16234395E-23 0.14203255E-24
  36   18 0.00000000E+00 0.80746386E-25
  36   19 0.22650100E-26 0.19816270E-27
  36   20 0.48654180E-29 -.27593157E-28
  36   21 0.53156360E-30 0.14243204E-30
  36   22 0.12971349E-31 -.35638489E-31
  36   23 -.94803752E-33 -.44207716E-33
  36   24 -.88864861E-35 0.15391846E-34
  36   25 0.12911204E-36 0.90405224E-37
  36   26 -.70844854E-39 0.84429609E-39
  36   27 0.50868613E-40 0.50868613E-40
  36   28 0.11642568E-41 -.97692745E-42
  36   29 -.11562613E-43 -.16513123E-43
  36   30 -.13233881E-45 0.76405849E-46
  36   31 -.14789266E-48 -.31715682E-48
  36   32 -.30541647E-49 0.11116250E-49
  36   33 0.15293508E-51 0.57076149E-51
  36   34 0.65930176E-53 -.11625269E-53
  36   35 -.39997736E-56 -.45717622E-55
  36   36 0.00000000E+00 0.00000000E+00
  37    0 0.17876181E+03 0.00000000E+00
  37    1 -.42700885E+00 0.48807334E+01
  37    2 0.17496707E+00 0.30851415E-01
  37    3 -.35434278E-03 0.13224253E-02
  37    4 0.25341093E-04 0.92234036E-05
  37    5 -.22562661E-07 0.48385783E-07
  37    6 -.61010137E-09 -.35224219E-09
  37    7 0.51807586E-09 -.73988901E-09
  37    8 -.64614342E-11 -.54217870E-11
  37    9 0.58814703E-12 -.58814703E-12
  37   10 -.48920218E-14 -.58300846E-14
  37   11 0.54454827E-16 -.38129680E-16
  37   12 0.16996912E-16 0.29439516E-16
  37   13 0.16047132E-17 -.74829006E-18
  37   14 -.12203546E-19 -.33528967E-19
  37   15 -.24206824E-21 0.64861990E-22
  37   16 -.14531938E-23 -.82414717E-23
  37   17 -.77907078E-24 0.68159861E-25
  37   18 0.00000000E+00 0.40428077E-25
  37   19 0.12180058E-26 0.10656170E-27
  37   20 0.27880510E-29 -.15811823E-28
  37   21 0.32087647E-30 0.85978591E-31
  37   22 0.81701167E-32 -.22447211E-31
  37   23 -.61853603E-33 -.28842809E-33
  37   24 -.59725530E-35 0.10344765E-34
  37   25 0.89008516E-37 0.62324434E-37
  37   26 -.49928669E-39 0.59502671E-39
  37   27 0.36551191E-40 0.36551191E-40
  37   28 0.85106054E-42 -.71412458E-42
  37   29 -.85830706E-44 -.12257895E-43
  37   30 -.99607359E-46 0.57508336E-46
  37   31 -.11272262E-48 -.24173444E-48
  37   32 -.23547240E-49 0.85704944E-50
  37   33 0.11915858E-51 0.44470589E-51
  37   34 0.51869695E-53 -.91460266E-54
  37   35 -.31751234E-56 -.36291826E-55
  37   36 0.00000000E+00 0.00000000E+00
  37   37 0.36721242E-60 -.41972572E-59
  38    0 0.29790200E+03 0.00000000E+00
  38    1 0.29507618E+00 -.33727362E+01
  38    2 0.27741110E+00 0.48915061E-01
  38    3 0.46199399E-03 -.17241850E-02
  38    4 0.42299198E-04 0.15395649E-04
  38    5 0.25888056E-07 -.55517115E-07
  38    6 -.58450865E-08 -.33746623E-08
  38    7 0.81530474E-10 -.11643758E-09
  38    8 -.92823690E-11 -.77888324E-11
  38    9 0.17954596E-12 -.17954596E-12
  38   10 -.32286440E-14 -.38477481E-14
  38   11 0.17089154E-15 -.11965954E-15
  38   12 0.61456296E-17 0.10644543E-16
  38   13 0.97429524E-18 -.45432133E-18
  38   14 -.90574916E-20 -.24885254E-19
  38   15 -.19207901E-21 0.51467415E-22
  38   16 -.94774251E-24 -.53749149E-23
  38   17 -.39003382E-24 0.34123537E-25
  38   18 0.00000000E+00 0.19557003E-25
  38   19 0.62664298E-27 0.54824157E-28
  38   20 0.15358717E-29 -.87103612E-29
  38   21 0.18732769E-30 0.50194302E-31
  38   22 0.50016372E-32 -.13741885E-31
  38   23 -.39374924E-33 -.18360829E-33
  38   24 -.39282620E-35 0.68039495E-35
  38   25 0.60189818E-37 0.42145364E-37
  38   26 -.34580405E-39 0.41211322E-39
  38   27 0.25849478E-40 0.25849478E-40
  38   28 0.61307939E-42 -.51443469E-42
  38   29 -.62853901E-44 -.89764674E-44
  38   30 -.74026680E-46 0.42739324E-46
  38   31 -.84899210E-49 -.18206694E-48
  38   32 -.17951773E-49 0.65339112E-50
  38   33 0.91858495E-52 0.34282057E-51
  38   34 0.40396659E-53 -.71230209E-54
  38   35 -.24962611E-56 -.28532395E-55
  38   36 0.00000000E+00 0.00000000E+00
  38   37 0.29361449E-60 -.33560290E-59
  38   38 -.56058120E-61 -.98845590E-62
  39    0 0.26511465E+03 0.00000000E+00
  39    1 0.12435444E+01 -.14213777E+02
  39    2 0.22064685E+00 0.38905993E-01
  39    3 0.13661239E-02 -.50984440E-02
  39    4 0.24156434E-04 0.87922228E-05
  39    5 0.67175243E-07 -.14405777E-06
  39    6 0.26942817E-09 0.15555443E-09
  39    7 -.18136183E-09 0.25901153E-09
  39    8 -.23764331E-11 -.19940641E-11
  39    9 -.21899439E-14 0.21899439E-14
  39   10 -.15560668E-14 -.18544482E-14
  39   11 0.16145033E-15 -.11304874E-15
  39   12 0.36869923E-18 0.63860579E-18
  39   13 0.50090452E-18 -.23357561E-18
  39   14 -.60982158E-20 -.16754710E-19
  39   15 -.14890877E-21 0.39899984E-22
  39   16 -.71198588E-24 -.40378726E-23
  39   17 -.22227956E-24 0.19446942E-25
  39   18 0.00000000E+00 0.94419732E-26
  39   19 0.30940274E-27 0.27069232E-28
  39   20 0.81118934E-30 -.46004833E-29
  39   21 0.10544618E-30 0.28254220E-31
  39   22 0.29686327E-32 -.81562513E-32
  39   23 -.24409177E-33 -.11382186E-33
  39   24 -.25246801E-35 0.43728742E-35
  39   25 0.39878468E-37 0.27923204E-37
  39   26 -.23515330E-39 0.28024478E-39
  39   27 0.17979670E-40 0.17979670E-40
  39   28 0.43496887E-42 -.36498221E-42
  39   29 -.45384873E-44 -.64816316E-44
  39   30 -.54300039E-46 0.31350142E-46
  39   31 -.63164812E-49 -.13545738E-48
  39   32 -.13529083E-49 0.49241834E-50
  39   33 0.70045731E-52 0.26141423E-51
  39   34 0.31137769E-53 -.54904288E-54
  39   35 -.19433206E-56 -.22212256E-55
  39   36 0.00000000E+00 0.00000000E+00
  39   37 0.23266296E-60 -.26593498E-59
  39   38 -.44775503E-61 -.78951292E-62
  39   39 -.12175962E-63 0.45441309E-63
  40    0 0.66546663E+02 0.00000000E+00
  40    1 0.19164463E+01 -.21905082E+02
  40    2 0.21121427E-01 0.37242775E-02
  40    3 0.18408578E-02 -.68701748E-02
  40    4 -.17060244E-04 -.62094210E-05
  40    5 0.76857586E-07 -.16482163E-06
  40    6 0.10879427E-07 0.62812399E-08
  40    7 -.18949473E-09 0.27062652E-09
  40    8 0.55690299E-11 0.46729709E-11
  40    9 -.12869883E-13 0.12869883E-13
  40   10 -.46525751E-15 -.55447231E-15
  40   11 0.10206191E-15 -.71464520E-16
  40   12 -.17301270E-17 -.29966679E-17
  40   13 0.19884032E-18 -.92720763E-19
  40   14 -.36489835E-20 -.10025500E-19
  40   15 -.10756656E-21 0.28822373E-22
  40   16 -.55727745E-24 -.31604775E-23
  40   17 -.15029885E-24 0.13149446E-25
  40   18 0.00000000E+00 0.48655568E-26
  40   19 0.14888681E-27 0.13025908E-28
  40   20 0.41060517E-30 -.23286577E-29
  40   21 0.57060885E-31 0.15289418E-31
  40   22 0.17035393E-32 -.46804358E-32
  40   23 -.14702840E-33 -.68560469E-34
  40   24 -.15828212E-35 0.27415268E-35
  40   25 0.25852294E-37 0.18101971E-37
  40   26 -.15684052E-39 0.18691525E-39
  40   27 0.12289348E-40 0.12289348E-40
  40   28 0.30373286E-42 -.25486213E-42
  40   29 -.32295304E-44 -.46122474E-44
  40   30 -.39294185E-46 0.22686508E-46
  40   31 -.46404434E-49 -.99514629E-49
  40   32 -.10075873E-49 0.36673177E-50
  40   33 0.52819353E-52 0.19712451E-51
  40   34 0.23748586E-53 -.41875165E-54
  40   35 -.14977389E-56 -.17119234E-55
  40   36 0.00000000E+00 0.00000000E+00
  40   37 0.18268414E-60 -.20880893E-59
  40   38 -.35451204E-61 -.62510037E-62
  40   39 -.97155893E-64 0.36259073E-63
  40   40 0.23075010E-65 0.83986169E-66
  41    0 -.22889996E+03 0.00000000E+00
  41    1 0.19351674E+01 -.22119065E+02
  41    2 -.23542441E+00 -.41511675E-01
  41    3 0.16205014E-02 -.60477935E-02
  41    4 -.59939462E-04 -.21816180E-04
  41    5 0.50868987E-07 -.10908889E-06
  41    6 0.19016001E-07 0.10978893E-07
  41    7 -.67037139E-11 0.95738956E-11
  41    8 0.92862196E-11 0.77920634E-11
  41    9 0.55203537E-13 -.55203537E-13
  41   10 -.49304391E-16 -.58758685E-16
  41   11 0.43362784E-16 -.30362949E-16
  41   12 -.17457398E-17 -.30237101E-17
  41   13 0.41658389E-19 -.19425626E-19
  41   14 -.18868684E-20 -.51841285E-20
  41   15 -.70775013E-22 0.18964108E-22
  41   16 -.42148200E-24 -.23903432E-23
  41   17 -.11363005E-24 0.99413414E-26
  41   18 0.00000000E+00 0.28950822E-26
  41   19 0.72730062E-28 0.63630559E-29
  41   20 0.20039590E-30 -.11365016E-29
  41   21 0.29625120E-31 0.79380270E-32
  41   22 0.94238184E-33 -.25891728E-32
  41   23 -.85836100E-34 -.40026031E-34
  41   24 -.96608813E-36 0.16733137E-35
  41   25 0.16373351E-37 0.11464743E-37
  41   26 -.10247788E-39 0.12212839E-39
  41   27 0.82467009E-41 0.82467009E-41
  41   28 0.20858633E-42 -.17502471E-42
  41   29 -.22633251E-44 -.32323632E-44
  41   30 -.28038198E-46 0.16187861E-46
  41   31 -.33648910E-49 -.72160321E-49
  41   32 -.74130056E-50 0.26981134E-50
  41   33 0.39375063E-52 0.14694973E-51
  41   34 0.17917741E-53 -.31593812E-54
  41   35 -.11425309E-56 -.13059187E-55
  41   36 0.00000000E+00 0.00000000E+00
  41   37 0.14211029E-60 -.16243280E-59
  41   38 -.27819333E-61 -.49052989E-62
  41   39 -.76863044E-64 0.28685679E-63
  41   40 0.18394679E-65 0.66951157E-66
  41   41 0.10774093E-68 -.23105118E-68
  42    0 -.50028425E+03 0.00000000E+00
  42    1 0.12180225E+01 -.13922061E+02
  42    2 -.43821863E+00 -.77269768E-01
  42    3 0.77820764E-03 -.29043104E-02
  42    4 -.84743040E-04 -.30843944E-04
  42    5 0.25229655E-08 -.54105171E-08
  42    6 0.20536084E-07 0.11856514E-07
  42    7 0.23425956E-09 -.33455733E-09
  42    8 0.75400284E-11 0.63268350E-11
  42    9 0.12147002E-12 -.12147002E-12
  42   10 -.10693159E-15 -.12743610E-15
  42   11 0.83971557E-17 -.58797517E-17
  42   12 -.98260717E-18 -.17019255E-17
  42   13 -.16291927E-19 0.75970503E-20
  42   14 -.79963070E-21 -.21969673E-20
  42   15 -.41736907E-22 0.11183370E-22
  42   16 -.29673881E-24 -.16828894E-23
  42   17 -.87530431E-25 0.76579205E-26
  42   18 0.00000000E+00 0.20140394E-26
  42   19 0.38759335E-28 0.33910024E-29
  42   20 0.96332657E-31 -.54632964E-30
  42   21 0.14775324E-31 0.39590361E-32
  42   22 0.50123997E-33 -.13771455E-32
  42   23 -.48435257E-34 -.22585731E-34
  42   24 -.57276623E-36 0.99206021E-36
  42   25 0.10113111E-37 0.70812767E-38
  42   26 -.65503928E-40 0.78064542E-40
  42   27 0.54270530E-41 0.54270530E-41
  42   28 0.14075501E-42 -.11810748E-42
  42   29 -.15610945E-44 -.22294740E-44
  42   30 -.19715869E-46 0.11382962E-46
  42   31 -.24071479E-49 -.51621453E-49
  42   32 -.53855480E-50 0.19601792E-50
  42   33 0.29008121E-52 0.10825978E-51
  42   34 0.13369005E-53 -.23573163E-54
  42   35 -.86244765E-57 -.98578217E-56
  42   36 0.00000000E+00 0.00000000E+00
  42   37 0.10950175E-60 -.12516107E-59
  42   38 -.21633052E-61 -.38144907E-62
  42   39 -.60281983E-64 0.22497542E-63
  42   40 0.14541678E-65 0.52927380E-66
  42   41 0.85809351E-69 -.18401875E-68
  42   42 0.94722815E-70 0.54688243E-70
  43    0 -.62967116E+03 0.00000000E+00
  43    1 0.11166355E-01 -.12763202E+00
  43    2 -.50259129E+00 -.88620405E-01
  43    3 -.34441123E-03 0.12853602E-02
  43    4 -.81683141E-04 -.29730232E-04
  43    5 -.46823901E-07 0.10041418E-06
  43    6 0.15119565E-07 0.87292848E-08
  43    7 0.40844135E-09 -.58331469E-09
  43    8 0.20762064E-11 0.17421440E-11
  43    9 0.14167958E-12 -.14167958E-12
  43   10 -.34867832E-15 -.41553864E-15
  43   11 -.83571602E-18 0.58517466E-18
  43   12 -.24971046E-18 -.43251121E-18
  43   13 -.20830518E-19 0.97134303E-20
  43   14 -.24638311E-21 -.67693203E-21
  43   15 -.21646184E-22 0.58000776E-23
  43   16 -.19098782E-24 -.10831458E-23
  43   17 -.64615752E-25 0.56531458E-26
  43   18 0.00000000E+00 0.15230888E-26
  43   19 0.24018085E-28 0.21013102E-29
  43   20 0.47895725E-31 -.27163015E-30
  43   21 0.71478304E-32 0.19152554E-32
  43   22 0.25605716E-33 -.70351127E-33
  43   23 -.26343585E-34 -.12284215E-34
  43   24 -.32901321E-36 0.56986759E-36
  43   25 0.60793693E-38 0.42568202E-38
  43   26 -.40895962E-40 0.48737910E-40
  43   27 0.34981622E-41 0.34981622E-41
  43   28 0.93238950E-43 -.78236768E-43
  43   29 -.10588677E-44 -.15122198E-44
  43   30 -.13653537E-46 0.78828732E-47
  43   31 -.16979438E-49 -.36412523E-49
  43   32 -.38618585E-50 0.14056015E-50
  43   33 0.21111814E-52 0.78790363E-52
  43   34 0.98615953E-54 -.17388653E-54
  43   35 -.64403931E-57 -.73614030E-56
  43   36 0.00000000E+00 0.00000000E+00
  43   37 0.83560164E-61 -.95509705E-60
  43   38 -.16667385E-61 -.29389098E-62
  43   39 -.46861037E-64 0.17488777E-63
  43   40 0.11398559E-65 0.41487363E-66
  43   41 0.67786884E-69 -.14536944E-68
  43   42 0.75375442E-70 0.43518032E-70
  43   43 0.83108173E-72 -.11869077E-71
  44    0 -.55583897E+03 0.00000000E+00
  44    1 -.12288408E+01 0.14045715E+02
  44    2 -.40513015E+00 -.71435376E-01
  44    3 -.13127251E-02 0.48991567E-02
  44    4 -.53586767E-04 -.19503988E-04
  44    5 -.78300260E-07 0.16791545E-06
  44    6 0.54842280E-08 0.31663205E-08
  44    7 0.44810854E-09 -.63996532E-09
  44    8 -.41414296E-11 -.34750721E-11
  44    9 0.10997265E-12 -.10997265E-12
  44   10 -.54168222E-15 -.64555174E-15
  44   11 0.64094367E-17 -.44879359E-17
  44   12 0.11967093E-18 0.20727614E-18
  44   13 -.66174696E-20 0.30857767E-20
  44   14 -.40157169E-22 -.11033091E-21
  44   15 -.96375108E-23 0.25823632E-23
  44   16 -.11101526E-24 -.62959880E-24
  44   17 -.44383878E-25 0.38830862E-26
  44   18 0.00000000E+00 0.11526691E-26
  44   19 0.17061005E-28 0.14926445E-29
  44   20 0.26484653E-31 -.15020193E-30
  44   21 0.34490640E-32 0.92417392E-33
  44   22 0.12605396E-33 -.34633042E-33
  44   23 -.13781098E-34 -.64262316E-35
  44   24 -.18262230E-36 0.31631110E-36
  44   25 0.35486220E-38 0.24847719E-38
  44   26 -.24893041E-40 0.29666371E-40
  44   27 0.22054029E-41 0.22054029E-41
  44   28 0.60561598E-43 -.50817215E-43
  44   29 -.70565739E-45 -.10077832E-44
  44   30 -.93051129E-47 0.53723094E-47
  44   31 -.11802483E-49 -.25310508E-49
  44   32 -.27319867E-50 0.99436184E-51
  44   33 0.15172556E-52 0.56624749E-52
  44   34 0.71891054E-54 -.12676333E-54
  44   35 -.47563804E-57 -.54365677E-56
  44   36 0.00000000E+00 0.00000000E+00
  44   37 0.63134017E-61 -.72162511E-60
  44   38 -.12720717E-61 -.22430057E-62
  44   39 -.36100828E-64 0.13473012E-63
  44   40 0.88579668E-66 0.32240363E-66
  44   41 0.53107654E-69 -.11388973E-68
  44   42 0.59503641E-70 0.34354443E-70
  44   43 0.66078024E-72 -.94369198E-72
  44   44 -.86185702E-74 -.72318390E-74
  45    0 -.30202394E+03 0.00000000E+00
  45    1 -.20402697E+01 0.23320389E+02
  45    2 -.18926583E+00 -.33372673E-01
  45    3 -.17911839E-02 0.66847895E-02
  45    4 -.12892811E-04 -.46925993E-05
  45    5 -.82816134E-07 0.17759977E-06
  45    6 -.44054051E-08 -.25434618E-08
  45    7 0.35512812E-09 -.50717552E-09
  45    8 -.85371476E-11 -.71635174E-11
  45    9 0.46398298E-13 -.46398298E-13
  45   10 -.57291241E-15 -.68277042E-15
  45   11 0.18404310E-16 -.12886836E-16
  45   12 0.12445633E-18 0.21556468E-18
  45   13 0.63306440E-20 -.29520278E-20
  45   14 -.11590455E-22 -.31844514E-22
  45   15 -.36582209E-23 0.98021732E-24
  45   16 -.57658323E-25 -.32699660E-24
  45   17 -.27966523E-25 0.24467537E-26
  45   18 0.00000000E+00 0.83084764E-27
  45   19 0.12842032E-28 0.11235322E-29
  45   20 0.17020072E-31 -.96525625E-31
  45   21 0.17554548E-32 0.47037269E-33
  45   22 0.60646311E-34 -.16662437E-33
  45   23 -.69347592E-35 -.32337313E-35
  45   24 -.97701953E-37 0.16922475E-36
  45   25 0.20062768E-38 0.14048101E-38
  45   26 -.14742056E-40 0.17568898E-40
  45   27 0.13576784E-41 0.13576784E-41
  45   28 0.38521607E-43 -.32323466E-43
  45   29 -.46157431E-45 -.65919643E-45
  45   30 -.62357419E-47 0.36002073E-47
  45   31 -.80790795E-50 -.17325642E-49
  45   32 -.19056203E-50 0.69358906E-51
  45   33 0.10762638E-52 0.40166711E-52
  45   34 0.51774176E-54 -.91291842E-55
  45   35 -.34728156E-57 -.39694464E-56
  45   36 0.00000000E+00 0.00000000E+00
  45   37 0.47217964E-61 -.53970379E-60
  45   38 -.96151926E-62 -.16954179E-62
  45   39 -.27556426E-64 0.10284198E-63
  45   40 0.68233283E-66 0.24834884E-66
  45   41 0.41257881E-69 -.88477812E-69
  45   42 0.46595161E-70 0.26901729E-70
  45   43 0.52129828E-72 -.74449110E-72
  45   44 -.68470284E-74 -.57453390E-74
  45   45 -.39929907E-76 0.39929907E-76
  46    0 0.34605202E+02 0.00000000E+00
  46    1 -.21534617E+01 0.24614180E+02
  46    2 0.58231109E-01 0.10267716E-01
  46    3 -.16694712E-02 0.62305514E-02
  46    4 0.24790762E-04 0.90230996E-05
  46    5 -.62943068E-07 0.13498185E-06
  46    6 -.11187548E-07 -.64591338E-08
  46    7 0.18274883E-09 -.26099238E-09
  46    8 -.98501531E-11 -.82652599E-11
  46    9 -.20375237E-13 0.20375237E-13
  46   10 -.44379049E-15 -.52888891E-15
  46   11 0.26507140E-16 -.18560500E-16
  46   12 -.77091631E-19 -.13352662E-18
  46   13 0.10640895E-19 -.49619307E-20
  46   14 -.41373683E-22 -.11367326E-21
  46   15 -.14078425E-23 0.37723026E-24
  46   16 -.26716230E-25 -.15151527E-24
  46   17 -.16029044E-25 0.14023596E-26
  46   18 0.00000000E+00 0.55727554E-27
  46   19 0.95360645E-29 0.83429754E-30
  46   20 0.12257073E-31 -.69513318E-31
  46   21 0.10087669E-32 0.27029828E-33
  46   22 0.29530616E-34 -.81134701E-34
  46   23 -.33768998E-35 -.15746742E-35
  46   24 -.50305826E-37 0.87132247E-37
  46   25 0.10957936E-38 0.76728295E-39
  46   26 -.84744536E-41 0.10099461E-40
  46   27 0.81461860E-42 0.81461860E-42
  46   28 0.23959521E-43 -.20104425E-43
  46   29 -.29599100E-45 -.42271896E-45
  46   30 -.41052520E-47 0.23701684E-47
  46   31 -.54420304E-50 -.11670472E-49
  46   32 -.13097876E-50 0.47672369E-51
  46   33 0.75315157E-53 0.28107999E-52
  46   34 0.36819258E-54 -.64922286E-55
  46   35 -.25059319E-57 -.28642933E-56
  46   36 0.00000000E+00 0.00000000E+00
  46   37 0.34947353E-61 -.39945007E-60
  46   38 -.71962415E-62 -.12688915E-62
  46   39 -.20837287E-64 0.77765816E-64
  46   40 0.52090638E-66 0.18959442E-66
  46   41 0.31778063E-69 -.68148276E-69
  46   42 0.36187783E-70 0.20893026E-70
  46   43 0.40801731E-72 -.58270911E-72
  46   44 -.53983258E-74 -.45297332E-74
  46   45 -.31698111E-76 0.31698111E-76
  46   46 0.60983985E-79 0.72677883E-79
  47    0 0.32633108E+03 0.00000000E+00
  47    1 -.15935866E+01 0.18214778E+02
  47    2 0.24694110E+00 0.43542379E-01
  47    3 -.10790903E-02 0.40272198E-02
  47    4 0.47358456E-04 0.17237068E-04
  47    5 -.29776884E-07 0.63856734E-07
  47    6 -.13283247E-07 -.76690863E-08
  47    7 0.24378033E-11 -.34815440E-11
  47    8 -.82678691E-11 -.69375659E-11
  47    9 -.67344561E-13 0.67344561E-13
  47   10 -.22568061E-15 -.26895568E-15
  47   11 0.27162232E-16 -.19019200E-16
  47   12 -.30664442E-18 -.53112372E-18
  47   13 0.70499053E-20 -.32874248E-20
  47   14 -.65354326E-22 -.17955953E-21
  47   15 -.97372852E-24 0.26090977E-24
  47   16 -.11627354E-25 -.65941999E-25
  47   17 -.83321328E-26 0.72896716E-27
  47   18 0.00000000E+00 0.34403032E-27
  47   19 0.67139480E-29 0.58739434E-30
  47   20 0.91467163E-32 -.51873606E-31
  47   21 0.66862672E-33 0.17915799E-33
  47   22 0.15465291E-34 -.42490537E-34
  47   23 -.16220273E-35 -.75636373E-36
  47   24 -.24969236E-37 0.43247986E-37
  47   25 0.57693624E-39 0.40397510E-39
  47   26 -.47168988E-41 0.56213810E-41
  47   27 0.47538098E-42 0.47538098E-42
  47   28 0.14547432E-43 -.12206745E-43
  47   29 -.18583441E-45 -.26539904E-45
  47   30 -.26522638E-47 0.15312852E-47
  47   31 -.36041302E-50 -.77290822E-50
  47   32 -.88648288E-51 0.32265338E-51
  47   33 0.51963781E-53 0.19393147E-52
  47   34 0.25843574E-54 -.45569194E-55
  47   35 -.17863397E-57 -.20417956E-56
  47   36 0.00000000E+00 0.00000000E+00
  47   37 0.25589199E-61 -.29248588E-60
  47   38 -.53314386E-62 -.94007647E-63
  47   39 -.15605442E-64 0.58240302E-64
  47   40 0.39404007E-66 0.14341886E-66
  47   41 0.24263024E-69 -.52032223E-69
  47   42 0.27870325E-70 0.16090940E-70
  47   43 0.31679360E-72 -.45242815E-72
  47   44 -.42233301E-74 -.35437947E-74
  47   45 -.24976377E-76 0.24976377E-76
  47   46 0.48376310E-79 0.57652641E-79
  47   47 -.12670363E-80 0.88718835E-81
  48    0 0.47082920E+03 0.00000000E+00
  48    1 -.64943561E+00 0.74230830E+01
  48    2 0.32012889E+00 0.56447361E-01
  48    3 -.30829033E-03 0.11505552E-02
  48    4 0.50367630E-04 0.18332318E-04
  48    5 0.29435706E-08 -.63125075E-08
  48    6 -.11113797E-07 -.64165535E-08
  48    7 -.12756965E-09 0.18218833E-09
  48    8 -.49681928E-11 -.41688087E-11
  48    9 -.84437243E-13 0.84437243E-13
  48   10 -.68990426E-17 -.82219588E-17
  48   11 0.21221561E-16 -.14859497E-16
  48   12 -.44503178E-18 -.77081765E-18
  48   13 -.26575523E-21 0.12392370E-21
  48   14 -.62803618E-22 -.17255152E-21
  48   15 -.10951913E-23 0.29345561E-24
  48   16 -.58890878E-26 -.33398677E-25
  48   17 -.39959243E-26 0.34959808E-27
  48   18 0.00000000E+00 0.19454402E-27
  48   19 0.44006456E-29 0.38500660E-30
  48   20 0.66582156E-32 -.37760617E-31
  48   21 0.48502714E-33 0.12996263E-33
  48   22 0.92315867E-35 -.25363576E-34
  48   23 -.80147508E-36 -.37373397E-36
  48   24 -.12057901E-37 0.20884897E-37
  48   25 0.29263042E-39 0.20490203E-39
  48   26 -.25359681E-41 0.30222491E-41
  48   27 0.26918305E-42 0.26918305E-42
  48   28 0.86059145E-44 -.72212197E-44
  48   29 -.11405748E-45 -.16289096E-45
