  2       -0.87371138E+00      -0.20424416E+01      -0.11331793E-03      -0.43944363E+00      -0.12515942E+01
  3       -0.83868017E+00      -0.28554049E+01      -0.63593145E-04      -0.61145363E+00      -0.18069885E+01
  4       -0.77508897E+00      -0.36692004E+01      -0.13817679E-05      -0.73492894E+00      -0.19522381E+01
  5       -0.73908155E+00      -0.44831600E+01      -0.28266892E-04      -0.78201970E+00      -0.19996305E+01
  6       -0.72631262E+00      -0.52969493E+01      -0.78469782E-04      -0.72660957E+00      -0.21186285E+01
  7       -0.72551140E+00      -0.61102672E+01      -0.56278749E+00      -0.53119890E-04      -0.23428794E+01
  8       -0.72986668E+00      -0.69227687E+01      -0.34127580E+00      -0.59356023E-05      -0.26215928E+01
  9       -0.73617230E+00      -0.77340321E+01      -0.15742569E+00      -0.69772977E-03      -0.28562245E+01
 10       -0.74312125E+00      -0.85435404E+01      -0.54535522E-01      -0.64390005E-02      -0.29982348E+01
 11       -0.75026618E+00      -0.93506667E+01      -0.30451043E+01      -0.46995953E-01      -0.55683969E-02
 12       -0.75750956E+00      -0.10154663E+02      -0.26767910E+01      -0.24912952E-01      -0.42870047E+00
 13       -0.76488004E+00      -0.10954652E+02      -0.73631067E+00      -0.56634687E-02      -0.24162072E+01
 14       -0.77244236E+00      -0.11749617E+02      -0.29239601E+01      -0.17442007E-02      -0.25599085E+00
 15       -0.78026410E+00      -0.12538401E+02      -0.30443260E+01      -0.56597322E-03      -0.15663958E+00
 16       -0.78840501E+00      -0.13319697E+02      -0.30975176E+01      -0.18586275E-03      -0.12046622E+00
 17       -0.79691463E+00      -0.14092055E+02      -0.31286925E+01      -0.61029636E-04      -0.10324555E+00
 18       -0.80583270E+00      -0.14853877E+02      -0.31495170E+01      -0.19939013E-04      -0.93801131E-01
 19       -0.81519026E+00      -0.15603426E+02      -0.31642749E+01      -0.64658694E-05      -0.88167658E-01
 20       -0.82501093E+00      -0.16338832E+02      -0.31749343E+01      -0.20783440E-05      -0.84614930E-01
 21       -0.83531199E+00      -0.17058109E+02      -0.31825535E+01      -0.66162417E-06      -0.82275750E-01
 22       -0.84610532E+00      -0.17759162E+02      -0.31877728E+01      -0.20848675E-06      -0.80670509E-01
 23       -0.85739818E+00      -0.18439814E+02      -0.31910152E+01      -0.65009949E-07      -0.79514122E-01
 24       -0.86919391E+00      -0.19097825E+02      -0.31925800E+01      -0.20056232E-07      -0.78627879E-01
 25       -0.88149250E+00      -0.19730920E+02      -0.31926904E+01      -0.61219128E-08      -0.77895364E-01
 26       -0.89429106E+00      -0.20336819E+02      -0.31915195E+01      -0.18490285E-08      -0.77238730E-01
 27       -0.90758431E+00      -0.20913268E+02      -0.31892063E+01      -0.55277104E-09      -0.76605148E-01
 28       -0.92136491E+00      -0.21458075E+02      -0.31858651E+01      -0.16361172E-09      -0.75958642E-01
 29       -0.93562378E+00      -0.21969143E+02      -0.31815916E+01      -0.47965029E-10      -0.75274946E-01
 30       -0.95035043E+00      -0.22444511E+02      -0.31764676E+01      -0.13940527E-10      -0.74538140E-01
 31       -0.96553321E+00      -0.22882385E+02      -0.31705638E+01      -0.39947077E-11      -0.73738362E-01
 32       -0.98115951E+00      -0.23281171E+02      -0.31639422E+01      -0.11622552E-11      -0.72870206E-01
 33       -0.99721595E+00      -0.23639511E+02      -0.31565655E+01      -0.30978046E-12      -0.71931575E-01
 34       -0.10136886E+01      -0.23956305E+02      -0.31487572E+01      -0.96507012E-13      -0.70922823E-01
 35       -0.10305631E+01      -0.24230736E+02      -0.31402858E+01      -0.15725332E-13      -0.69846124E-01
 36       -0.10478247E+01      -0.24462285E+02      -0.31312821E+01      -0.15531773E-13      -0.68704980E-01
 37       -0.10654587E+01      -0.24650745E+02       0.24325472E-14      -0.31217814E+01      -0.67503842E-01
 38       -0.10834501E+01      -0.24796222E+02      -0.79868743E-14      -0.31118156E+01      -0.66247814E-01
 39       -0.11017839E+01      -0.24899136E+02      -0.87525403E-15      -0.31014140E+01      -0.64942420E-01
 40       -0.11204453E+01      -0.24960209E+02      -0.30906031E+01       0.49987483E-14      -0.63593423E-01
 41       -0.11394197E+01      -0.24980455E+02      -0.30794073E+01      -0.47158388E-14      -0.62206676E-01
 42       -0.11586924E+01      -0.24961157E+02       0.36970634E-14      -0.30678489E+01      -0.60788011E-01
 43       -0.11782492E+01      -0.24903844E+02      -0.30559483E+01       0.24017066E-14      -0.59343149E-01
 44       -0.11980761E+01      -0.24810263E+02      -0.35753334E-14      -0.30437242E+01      -0.57877631E-01
 45       -0.12181592E+01      -0.24682346E+02      -0.30311938E+01      -0.27284728E-14      -0.56396770E-01
 46       -0.12384395E+01      -0.24522180E+02      -0.97861676E-14      -0.30183731E+01      -0.54905609E-01
 47       -0.12590411E+01      -0.24331972E+02       0.30052001E-15      -0.30052765E+01      -0.53408899E-01
 48       -0.12798139E+01      -0.24114013E+02      -0.33560483E-15      -0.29919175E+01      -0.51911077E-01
 49       -0.13007914E+01      -0.23870652E+02       0.37799832E-15      -0.29783084E+01      -0.50416263E-01
 50       -0.13219614E+01      -0.23604258E+02      -0.64099119E-15      -0.29644605E+01      -0.48928251E-01
 51       -0.13433124E+01      -0.23317196E+02       0.32435645E-15      -0.29503842E+01      -0.47450511E-01
 52       -0.13648328E+01      -0.23011800E+02      -0.17084946E-15      -0.29360892E+01      -0.45986198E-01
 53       -0.13865118E+01      -0.22690349E+02       0.48206324E-15      -0.29215842E+01      -0.44538160E-01
 54       -0.14083387E+01      -0.22355050E+02      -0.75202703E-15      -0.29068773E+01      -0.43108944E-01
 55       -0.14303031E+01      -0.22008019E+02       0.58094356E-16      -0.28919760E+01      -0.41700817E-01
 56       -0.14523951E+01      -0.21651269E+02       0.33130297E-15      -0.28768872E+01      -0.40315770E-01
 57       -0.14746051E+01      -0.21286702E+02      -0.77073492E-15      -0.28616170E+01      -0.38955544E-01
 58       -0.14969237E+01      -0.20916097E+02      -0.27120517E-16      -0.28461713E+01      -0.37621636E-01
 59       -0.15193417E+01      -0.20541110E+02      -0.63042371E-15      -0.28305553E+01      -0.36315320E-01
 60       -0.15418506E+01      -0.20163272E+02       0.99785416E-16      -0.28147740E+01      -0.35037661E-01
 61       -0.15644418E+01      -0.19783984E+02       0.14942645E-15      -0.27988319E+01      -0.33789528E-01
 62       -0.15871071E+01      -0.19404523E+02       0.61538662E-15      -0.27827331E+01      -0.32571615E-01
 63       -0.16098385E+01      -0.19026044E+02      -0.53202647E-15      -0.27664814E+01      -0.31384449E-01
 64       -0.16326284E+01      -0.18649583E+02       0.51080817E-15      -0.27500803E+01      -0.30228408E-01
 65       -0.16554693E+01      -0.18276065E+02       0.57269782E-16      -0.27335332E+01      -0.29103735E-01
 66       -0.16783540E+01      -0.17906306E+02      -0.23827627E-15      -0.27168430E+01      -0.28010547E-01
 67       -0.17012754E+01      -0.17541022E+02      -0.17039813E-15      -0.27000127E+01      -0.26948848E-01
 68       -0.17242268E+01      -0.17180834E+02       0.49519136E-16      -0.26830449E+01      -0.25918546E-01
 69       -0.17472016E+01      -0.16638776E+02      -0.55868915E-17      -0.26659420E+01      -0.24919455E-01
 70       -0.17701933E+01      -0.16477802E+02       0.40666305E-15      -0.26487065E+01      -0.23951310E-01
 71       -0.17931957E+01      -0.16135791E+02      -0.74801032E-16      -0.26313407E+01      -0.23013778E-01
 72       -0.18162028E+01      -0.15800554E+02      -0.13301714E-15      -0.26138467E+01      -0.22106461E-01
 73       -0.18392087E+01      -0.15472341E+02      -0.59877526E-17      -0.25962267E+01      -0.21228907E-01
 74       -0.18622076E+01      -0.15151347E+02      -0.12300769E-16      -0.25784826E+01      -0.20380619E-01
 75       -0.18851939E+01      -0.14837716E+02      -0.23501861E-15      -0.25606164E+01      -0.19561059E-01
 76       -0.19081623E+01      -0.14531548E+02       0.21092408E-15      -0.25426302E+01      -0.18769656E-01
 77       -0.19311073E+01      -0.14232905E+02       0.15519978E-15      -0.25245259E+01      -0.18005809E-01
 78       -0.19540239E+01      -0.13941811E+02      -0.30186610E-16      -0.25063055E+01      -0.17268896E-01
 79       -0.19769070E+01      -0.13658260E+02      -0.29804555E-16      -0.24879710E+01      -0.16558274E-01
 80       -0.19997517E+01      -0.13382221E+02      -0.32935544E-16      -0.24695243E+01      -0.15873288E-01
 81       -0.20225532E+01      -0.13113636E+02      -0.16086784E-15      -0.24509675E+01      -0.15213273E-01
 82       -0.20453067E+01      -0.12852431E+02      -0.20110827E-16      -0.24323026E+01      -0.14577554E-01
 83       -0.20680077E+01      -0.12598511E+02      -0.54297155E-16      -0.24135319E+01      -0.13965455E-01
 84       -0.20906518E+01      -0.12351767E+02       0.14326455E-16      -0.23946574E+01      -0.13376298E-01
 85       -0.21132345E+01      -0.12112081E+02       0.70116665E-16      -0.23756814E+01      -0.12809405E-01
 86       -0.21357516E+01      -0.11879319E+02      -0.90295266E-16      -0.23566063E+01      -0.12264103E-01
 87       -0.21581988E+01      -0.11653344E+02      -0.84730917E-16      -0.23374341E+01      -0.11739724E-01
 88       -0.21805722E+01      -0.11434010E+02      -0.23543396E-16      -0.23181683E+01      -0.11235607E-01
 89       -0.22028676E+01      -0.11221165E+02      -0.26438921E-17      -0.22988104E+01      -0.10751098E-01
 90       -0.22250812E+01      -0.11014654E+02       0.32846115E-16      -0.22793635E+01      -0.10285555E-01
 91       -0.22472092E+01      -0.10814321E+02      -0.16977375E-15      -0.22598303E+01      -0.98383457E-02
 92       -0.22692478E+01      -0.10620005E+02      -0.13449164E-15      -0.22402137E+01      -0.94088487E-02
 93       -0.22911933E+01      -0.10431547E+02       0.84561674E-16      -0.22205165E+01      -0.89964563E-02
 94       -0.23130422E+01      -0.10248786E+02      -0.43202495E-16      -0.22007418E+01      -0.86005734E-02
 95       -0.23347910E+01      -0.10071564E+02      -0.15981753E-17      -0.21808928E+01      -0.81290657E-02
 96       -0.23564362E+01      -0.98997216E+01       0.29884804E-16      -0.21609726E+01      -0.78560241E-02
 97       -0.23779746E+01      -0.97331028E+01      -0.46745890E-16      -0.21409846E+01      -0.75062373E-02
 98       -0.23994028E+01      -0.95715530E+01      -0.74926014E-16      -0.21209322E+01      -0.71707194E-02
 99       -0.24207177E+01      -0.94149202E+01       0.20434142E-16      -0.21008189E+01      -0.68489466E-02
100       -0.24419162E+01      -0.92630550E+01       0.43767339E-16      -0.20806483E+01      -0.65404100E-02
101       -0.24629952E+01      -0.91158112E+01      -0.34116656E-16      -0.20604241E+01      -0.62446152E-02
102       -0.24839518E+01      -0.89730454E+01       0.13643562E-16      -0.20401502E+01      -0.59610827E-02
103       -0.25047831E+01      -0.88346179E+01      -0.98652374E-17      -0.20198303E+01      -0.56893478E-02
104       -0.25254862E+01      -0.87003920E+01      -0.11533324E-16      -0.19994684E+01      -0.54289602E-02
105       -0.25460586E+01      -0.85702348E+01      -0.53558738E-16      -0.19790686E+01      -0.51794840E-02
106       -0.25664975E+01      -0.84440167E+01       0.17448830E-16      -0.19586349E+01      -0.49404976E-02
107       -0.25868004E+01      -0.83216118E+01      -0.72030219E-16      -0.19381716E+01      -0.47115931E-02
108       -0.26069647E+01      -0.82028977E+01      -0.72591479E-17      -0.19176828E+01      -0.44923766E-02
109       -0.26269881E+01      -0.80877555E+01      -0.64710174E-17      -0.18971729E+01      -0.42824675E-02
110       -0.26468681E+01      -0.79760701E+01       0.32387926E-16      -0.18766462E+01      -0.40814985E-02
111       -0.26666026E+01      -0.78677296E+01       0.38245072E-16      -0.18561072E+01      -0.38891148E-02
112       -0.26861893E+01      -0.77626257E+01       0.40911433E-16      -0.18355604E+01      -0.37049756E-02
113       -0.27056260E+01      -0.76606536E+01      -0.32328588E-16      -0.18150101E+01      -0.35287500E-02
114       -0.27249109E+01      -0.75617117E+01       0.58983773E-16      -0.17944610E+01      -0.33601209E-02
115       -0.27440419E+01      -0.74657019E+01       0.19849034E-16      -0.17739177E+01      -0.31987821E-02
116       -0.27630170E+01      -0.73725289E+01       0.17982256E-16      -0.17533848E+01      -0.30444390E-02
117       -0.27818346E+01      -0.72819179E+01      -0.61000851E-16      -0.17328668E+01      -0.28968078E-02
118       -0.28004928E+01      -0.71943292E+01      -0.26789934E-16      -0.17123684E+01      -0.27556154E-02
